Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
167.78,17140,-48.042,0.18775,48.139,0.21413,3697.6,12.318,3697.6,0.19087,5.061,0.10296,32,-105.96,9.7386,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16205,2108824,0,596.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059981,NaN,NaN,NaN,NaN,5.5377,-56.5,70.696,297.06,0.5,0.86174
168.28,17116,-47.949,0.18675,48.043,0.18892,3695,12.317,3695.1,0.19099,5.0753,0.028611,32,-105.96,9.7386,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16173,2112745,0,596.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059875,NaN,NaN,NaN,NaN,5.2282,-56.5,70.97,297.06,0.5,0.86176
168.78,17092,-47.856,0.18619,47.949,0.18891,3692.5,12.316,3692.5,0.19111,5.0912,0.031896,32,-105.96,9.7387,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16141,2116756,0,596.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059762,NaN,NaN,NaN,NaN,5.258,-56.5,71.243,297.06,0.5,0.8618
169.28,17069,-47.761,0.18877,47.872,0.32574,3690,12.315,3690,0.19122,4.9585,0.26546,32,-105.96,9.7388,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16115,2121440,0,596.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059651,NaN,NaN,NaN,NaN,3.84,-56.5,71.515,297.06,0.5,0.86183
169.78,17045,-47.669,0.18425,47.764,0.21057,3687.5,12.314,3687.5,0.19133,4.9075,0.10194,32,-105.96,9.7389,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16079,2124684,0,596.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059511,NaN,NaN,NaN,NaN,4.4962,-56.5,71.788,297.06,0.5,0.86186
170.28,17021,-47.578,0.18308,47.67,0.19702,3685.1,12.313,3685.1,0.19145,4.8711,0.072789,32,-105.96,9.7389,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16047,2128555,0,596.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059389,NaN,NaN,NaN,NaN,4.5861,-56.5,72.059,297.06,0.5,0.86189
170.78,16997,-47.487,0.18188,47.578,0.18218,3682.6,12.312,3682.7,0.19156,4.8659,0.010402,32,-105.96,9.739,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.16016,2132410,0,596.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059271,NaN,NaN,NaN,NaN,4.8495,-56.5,72.33,297.06,0.5,0.86191
171.28,16973,-47.396,0.1815,47.49,0.20982,3680.2,12.311,3680.2,0.19167,4.9186,0.10527,32,-105.96,9.7391,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15987,2136427,0,596.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059158,NaN,NaN,NaN,NaN,5.398,-56.5,72.601,297.06,0.5,0.86194
171.78,16950,-47.306,0.18044,47.4,0.22162,3677.8,12.31,3677.8,0.19178,4.8542,0.12868,32,-105.96,9.7391,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15956,2140304,0,596.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059056,NaN,NaN,NaN,NaN,4.3317,-56.5,72.871,297.06,0.5,0.86197
172.28,16926,-47.216,0.17934,47.31,0.22123,3675.3,12.309,3675.3,0.1919,4.919,0.12954,32,-105.96,9.7392,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15926,2144164,0,596.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058934,NaN,NaN,NaN,NaN,5.5,-56.5,73.14,297.06,0.5,0.862
172.78,16902,-47.127,0.17815,47.221,0.22488,3672.8,12.309,3672.9,0.19201,4.9876,0.13724,32,-105.96,9.7393,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15896,2147993,0,596.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058835,NaN,NaN,NaN,NaN,5.6002,-56.5,73.409,297.06,0.5,0.86202
173.28,16879,-47.039,0.17625,47.129,0.20272,3670.4,12.308,3670.4,0.19213,4.9375,0.10016,32,-105.96,9.7394,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15865,2151654,0,595.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058738,NaN,NaN,NaN,NaN,4.5392,-56.5,73.677,297.06,0.5,0.86205
173.78,16855,-46.952,0.17485,47.04,0.18662,3667.9,12.307,3667.9,0.19224,4.9701,0.065222,32,-105.96,9.7394,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15835,2155399,0,595.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058621,NaN,NaN,NaN,NaN,5.2746,-56.5,73.945,297.06,0.5,0.86208
174.28,16832,-46.865,0.17345,46.952,0.17361,3665.4,12.306,3665.4,0.19236,4.9739,0.0075922,32,-105.96,9.7395,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15805,2159120,0,595.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005852,NaN,NaN,NaN,NaN,5.0336,-56.5,74.213,297.06,0.5,0.86211
174.78,16809,-46.779,0.17272,46.867,0.19758,3662.9,12.305,3662.9,0.19247,4.926,0.09595,32,-105.96,9.7396,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15777,2162972,0,595.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058414,NaN,NaN,NaN,NaN,4.5477,-56.5,74.48,297.06,0.5,0.86213
175.28,16785,-46.693,0.17114,46.779,0.17427,3660.4,12.304,3660.5,0.19259,4.9424,0.032873,32,-105.96,9.7396,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15747,2166637,0,595.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058299,NaN,NaN,NaN,NaN,5.1084,-56.5,74.746,297.06,0.5,0.86216
175.78,16762,-46.608,0.1701,46.694,0.17944,3658,12.303,3658,0.1927,4.971,0.057116,32,-105.96,9.7397,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15719,2170396,0,595.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058197,NaN,NaN,NaN,NaN,5.2387,-56.5,75.012,297.06,0.5,0.86219
176.28,16739,-46.522,0.17111,46.608,0.1729,3655.5,12.302,3655.5,0.19282,4.9834,0.024846,32,-105.96,9.7398,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1569,2174591,0,595.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058098,NaN,NaN,NaN,NaN,5.1149,-56.5,75.295,297.06,0.5,0.86222
176.78,16715,-46.436,0.17257,46.524,0.19286,3653,12.301,3653,0.19294,4.9403,0.086104,32,-105.96,9.7399,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15661,2178927,0,595.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057995,NaN,NaN,NaN,NaN,4.6062,-56.5,75.582,297.06,0.5,0.86224
177.28,16692,-46.35,0.17306,46.437,0.18815,3650.5,12.3,3650.6,0.19305,4.9034,0.073823,32,-105.96,9.7399,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15632,2183101,0,595.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057881,NaN,NaN,NaN,NaN,4.6214,-56.5,75.868,297.06,0.5,0.86227
177.78,16669,-46.262,0.17554,46.361,0.27953,3648.1,12.299,3648.1,0.19317,5.0122,0.21754,32,-105.96,9.74,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15607,2187740,0,596.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057769,NaN,NaN,NaN,NaN,5.9472,-56.5,76.154,297.06,0.5,0.8623
178.28,16646,-46.175,0.17335,46.266,0.21575,3645.5,12.298,3645.6,0.19329,5.0764,0.12845,32,-105.96,9.7401,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15575,2191419,0,595.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057681,NaN,NaN,NaN,NaN,5.6383,-56.5,76.439,297.06,0.5,0.86233
178.78,16623,-46.089,0.17223,46.176,0.18542,3643,12.298,3643,0.19341,5.0421,0.068662,32,-105.96,9.7401,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15544,2195300,0,595.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057586,NaN,NaN,NaN,NaN,4.7831,-56.5,76.724,297.06,0.5,0.86235
179.28,16600,-46.003,0.17203,46.091,0.19316,3640.5,12.297,3640.5,0.19353,5.086,0.087845,32,-105.96,9.7402,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15516,2199372,0,595.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057474,NaN,NaN,NaN,NaN,5.4771,-56.5,77.008,297.06,0.5,0.86238
179.78,16577,-45.917,0.1712,46.004,0.18467,3637.9,12.296,3637.9,0.19365,5.1206,0.069247,32,-105.96,9.7403,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15487,2203315,0,595.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057377,NaN,NaN,NaN,NaN,5.4338,-56.5,77.291,297.06,0.5,0.86247
180.28,16554,-45.832,0.17112,45.922,0.22365,3635.4,12.295,3635.4,0.19377,5.0486,0.14401,32,-105.96,9.7404,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15459,2207419,0,595.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057279,NaN,NaN,NaN,NaN,4.4797,-56.5,77.574,297.06,0.5,0.8625
180.78,16531,-45.746,0.17075,45.839,0.25142,3632.9,12.294,3632.9,0.19389,4.9563,0.18455,32,-105.96,9.7404,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15431,2211474,0,595.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005716,NaN,NaN,NaN,NaN,4.2214,-56.5,77.857,297.06,0.5,0.86253
181.28,16508,-45.662,0.16977,45.755,0.26003,3630.4,12.293,3630.4,0.19401,4.8579,0.19696,32,-105.96,9.7405,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15403,2215400,0,595.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057038,NaN,NaN,NaN,NaN,4.0732,-56.5,78.139,297.06,0.5,0.86256
181.78,16485,-45.578,0.16666,45.662,0.16666,3628,12.292,3628,0.19412,4.8574,9.7239e-4,32,-105.96,9.7406,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15371,2218841,0,595.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056916,NaN,NaN,NaN,NaN,4.8794,-56.5,78.42,297.06,0.5,0.86258
182.28,16463,-45.495,0.16586,45.578,0.16748,3625.6,12.291,3625.6,0.19424,4.869,0.023199,32,-105.96,9.7406,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15343,2222734,0,595.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056814,NaN,NaN,NaN,NaN,4.9901,-56.5,78.701,297.06,0.5,0.86261
182.78,16440,-45.412,0.16659,45.503,0.24321,3623.1,12.29,3623.1,0.19436,4.9576,0.1772,32,-105.96,9.7407,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15318,2226965,0,595.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056714,NaN,NaN,NaN,NaN,5.7086,-56.5,78.982,297.06,0.5,0.86264
183.28,16417,-45.33,0.1649,45.418,0.2271,3620.6,12.289,3620.6,0.19448,5.0357,0.15615,32,-105.96,9.7408,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15289,2230682,0,595.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056628,NaN,NaN,NaN,NaN,5.6992,-56.5,79.261,297.06,0.5,0.86267
183.78,16395,-45.248,0.16237,45.33,0.16239,3618.1,12.289,3618.1,0.1946,5.0343,0.0027177,32,-105.96,9.7408,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15259,2234183,0,595.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056542,NaN,NaN,NaN,NaN,5.0489,-56.5,79.541,297.06,0.5,0.86269
184.28,16372,-45.168,0.16151,45.249,0.16378,3615.6,12.288,3615.6,0.19472,5.0479,0.027164,32,-105.96,9.7409,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15232,2238012,0,595.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056442,NaN,NaN,NaN,NaN,5.184,-56.5,79.82,297.06,0.5,0.86272
184.78,16349,-45.087,0.16212,45.175,0.24636,3613.1,12.287,3613.1,0.19484,4.9551,0.1855,32,-105.96,9.741,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15207,2242167,0,595.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056345,NaN,NaN,NaN,NaN,4.2272,-56.5,80.098,297.06,0.5,0.86275
185.28,16327,-45.007,0.15914,45.087,0.16044,3610.6,12.286,3610.6,0.19496,4.9449,0.020378,32,-105.96,9.741,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15178,2245540,0,595.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056228,NaN,NaN,NaN,NaN,4.8877,-56.5,80.376,297.06,0.5,0.86277
185.78,16304,-44.928,0.15824,45.007,0.16288,3608.1,12.285,3608.2,0.19508,4.9256,0.0386,32,-105.96,9.7411,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15151,2249323,0,594.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056129,NaN,NaN,NaN,NaN,4.7947,-56.5,80.653,297.06,0.5,0.8628
186.28,16282,-44.849,0.15727,44.928,0.15984,3605.7,12.284,3605.7,0.1952,4.9399,0.028568,32,-105.96,9.7412,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15124,2253078,0,594.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056028,NaN,NaN,NaN,NaN,5.0805,-56.5,80.93,297.06,0.5,0.86283
186.78,16260,-44.771,0.15666,44.851,0.18003,3603.2,12.283,3603.2,0.19532,4.9843,0.088711,32,-105.96,9.7413,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15098,2256905,0,594.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055935,NaN,NaN,NaN,NaN,5.367,-56.5,81.207,297.06,0.5,0.86286
187.28,16237,-44.692,0.15777,44.771,0.1589,3600.7,12.282,3600.7,0.19544,4.9748,0.018941,32,-105.96,9.7413,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15071,2261120,0,594.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055847,NaN,NaN,NaN,NaN,4.9237,-56.5,81.504,297.06,0.5,0.86288
187.78,16215,-44.612,0.15905,44.693,0.16976,3598.2,12.281,3598.2,0.19556,4.9451,0.059348,32,-105.96,9.7414,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15045,2265421,0,595.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055748,NaN,NaN,NaN,NaN,4.7318,-56.5,81.802,297.06,0.5,0.86291
188.28,16193,-44.533,0.15957,44.613,0.16222,3595.7,12.281,3595.8,0.19568,4.9597,0.029189,32,-105.96,9.7415,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.15018,2269595,0,595.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055645,NaN,NaN,NaN,NaN,5.1015,-56.5,82.1,297.06,0.5,0.86294
188.78,16170,-44.452,0.16043,44.536,0.20149,3593.3,12.28,3593.3,0.1958,4.8988,0.1219,32,-105.96,9.7415,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14992,2273874,0,595.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005555,NaN,NaN,NaN,NaN,4.4362,-56.5,82.397,297.06,0.5,0.86297
189.28,16148,-44.373,0.15968,44.453,0.1673,3590.8,12.279,3590.8,0.19592,4.9237,0.049911,32,-105.96,9.7416,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14964,2277823,0,595.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005544,NaN,NaN,NaN,NaN,5.1476,-56.5,82.693,297.06,0.5,0.86299
189.78,16126,-44.292,0.16061,44.379,0.22633,3588.3,12.278,3588.4,0.19604,5.0035,0.15948,32,-105.96,9.7417,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14939,2282149,0,595.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055347,NaN,NaN,NaN,NaN,5.663,-56.5,82.989,297.06,0.5,0.86302
190.28,16104,-44.212,0.16076,44.303,0.26222,3585.8,12.277,3585.8,0.19617,5.107,0.20715,32,-105.96,9.7417,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14914,2286337,0,595.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055264,NaN,NaN,NaN,NaN,5.9546,-56.5,83.285,297.06,0.5,0.86305
190.78,16082,-44.132,0.15898,44.219,0.23185,3583.2,12.276,3583.3,0.1963,5.1914,0.16875,32,-105.96,9.7418,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14885,2290093,0,595.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055185,NaN,NaN,NaN,NaN,5.8851,-56.5,83.579,297.06,0.5,0.86308
191.28,16060,-44.054,0.15679,44.133,0.16861,3580.6,12.275,3580.7,0.19642,5.2224,0.062026,32,-105.96,9.7419,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14857,2293724,0,594.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055105,NaN,NaN,NaN,NaN,5.4923,-56.5,83.874,297.06,0.5,0.86311
191.78,16038,-43.976,0.1562,44.055,0.17112,3578,12.274,3578,0.19655,5.2574,0.069891,32,-105.96,9.7419,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1483,2297682,0,594.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055015,NaN,NaN,NaN,NaN,5.5578,-56.5,84.167,297.06,0.5,0.86313
192.28,16016,-43.898,0.15515,43.976,0.15544,3575.4,12.274,3575.4,0.19668,5.2527,0.0094615,32,-105.96,9.742,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14804,2301534,0,594.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054926,NaN,NaN,NaN,NaN,5.2395,-56.5,84.461,297.06,0.5,0.86316
192.78,15994,-43.821,0.15438,43.898,0.15489,3572.8,12.273,3572.8,0.19681,5.2464,0.01257,32,-105.96,9.7421,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14778,2305438,0,594.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005483,NaN,NaN,NaN,NaN,5.221,-56.5,84.753,297.06,0.5,0.86319
193.28,15972,-43.744,0.15374,43.822,0.1682,3570.1,12.272,3570.2,0.19694,5.2123,0.068225,32,-105.96,9.7421,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14752,2309365,0,594.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054735,NaN,NaN,NaN,NaN,4.9682,-56.5,85.046,297.06,0.5,0.86322
193.78,15950,-43.667,0.15473,43.754,0.26111,3567.6,12.271,3567.6,0.19707,5.1071,0.21033,32,-105.96,9.7422,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14729,2313670,0,594.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054634,NaN,NaN,NaN,NaN,4.3065,-56.5,85.337,297.06,0.5,0.86324
194.28,15928,-43.589,0.15524,43.685,0.32719,3565,12.27,3565.1,0.1972,4.9631,0.28801,32,-105.96,9.7423,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14706,2317907,0,595.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054518,NaN,NaN,NaN,NaN,3.8601,-56.5,85.629,297.06,0.5,0.86327
194.78,15906,-43.514,0.15011,43.592,0.1921,3562.6,12.269,3562.6,0.19732,4.9031,0.11987,32,-105.96,9.7423,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14675,2320851,0,594.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054394,NaN,NaN,NaN,NaN,4.4586,-56.5,85.919,297.06,0.5,0.8633
195.28,15885,-43.44,0.14881,43.515,0.15839,3560.1,12.268,3560.1,0.19744,4.9303,0.054243,32,-105.96,9.7424,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14649,2324567,0,594.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054291,NaN,NaN,NaN,NaN,5.1655,-56.5,86.209,297.06,0.5,0.86332
195.78,15863,-43.366,0.14796,43.44,0.15396,3557.7,12.267,3557.7,0.19756,4.909,0.042545,32,-105.96,9.7425,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14623,2328364,0,594.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054205,NaN,NaN,NaN,NaN,4.767,-56.5,86.499,297.06,0.5,0.86335
196.28,15841,-43.292,0.14713,43.366,0.14732,3555.2,12.267,3555.2,0.19769,4.9128,0.0075392,32,-105.96,9.7425,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14598,2332155,0,594.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005411,NaN,NaN,NaN,NaN,4.9656,-56.5,86.788,297.06,0.5,0.86338
196.78,15820,-43.219,0.14649,43.293,0.15613,3552.7,12.266,3552.8,0.19781,4.9398,0.054,32,-105.96,9.7426,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14574,2335983,0,594.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005402,NaN,NaN,NaN,NaN,5.1726,-56.5,87.077,297.06,0.5,0.86341
197.28,15798,-43.146,0.1459,43.221,0.17144,3550.3,12.265,3550.3,0.19793,4.9848,0.090034,32,-105.96,9.7427,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1455,2339816,0,594.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053936,NaN,NaN,NaN,NaN,5.3567,-56.5,87.365,297.06,0.5,0.86343
