Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
571.28,5254.2,-20.38,0.021323,20.398,0.26396,1663.4,11.843,1663.4,0.40792,4.9959,0.26309,32,-105.98,9.7749,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064785,4463375,0,589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026197,NaN,NaN,NaN,NaN,5.4173,-27.142,441.39,314.85,0.5,0.88526
571.78,5244.1,-20.365,0.028262,20.399,0.42376,1660.8,11.842,1660.9,0.40854,5.2073,0.42281,32,-105.98,9.775,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.06478,4467957,0,589.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026237,NaN,NaN,NaN,NaN,5.8802,-27.076,442.03,314.89,0.5,0.88532
572.28,5233.9,-20.357,0.017495,20.366,0.096381,1658.2,11.842,1658.3,0.40917,5.2547,0.09478,32,-105.98,9.775,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.06467,4465227,0,588.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026308,NaN,NaN,NaN,NaN,5.4097,-27.01,442.67,314.93,0.5,0.88537
572.78,5223.7,-20.347,0.020182,20.357,0.046891,1655.6,11.842,1655.6,0.4098,5.2336,0.042326,32,-105.98,9.775,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064631,4467461,0,588.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026317,NaN,NaN,NaN,NaN,5.172,-26.944,443.31,314.97,0.5,0.8854
573.28,5213.5,-20.333,0.026289,20.356,0.29841,1653,11.841,1653.1,0.41043,5.0849,0.29725,32,-105.98,9.7751,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064619,4471558,0,589.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026296,NaN,NaN,NaN,NaN,4.6217,-26.878,443.95,315.01,0.5,0.88544
573.78,5203.4,-20.323,0.021026,20.334,0.088048,1650.5,11.841,1650.5,0.41105,5.1277,0.085501,32,-105.98,9.7751,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064543,4471147,0,588.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026219,NaN,NaN,NaN,NaN,5.2676,-26.811,444.59,315.05,0.5,0.88547
574.28,5193.2,-20.311,0.024251,20.328,0.21731,1647.9,11.84,1648,0.41167,5.0197,0.21595,32,-105.98,9.7751,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064514,4474024,0,589.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026224,NaN,NaN,NaN,NaN,4.685,-26.745,445.23,315.09,0.5,0.8855
574.78,5183.1,-20.3,0.022393,20.312,0.12271,1645.4,11.84,1645.4,0.41228,5.08,0.12065,32,-105.98,9.7752,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064457,4474946,0,588.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026165,NaN,NaN,NaN,NaN,5.275,-26.679,445.87,315.13,0.5,0.88553
575.28,5172.9,-20.285,0.029893,20.316,0.38739,1642.8,11.84,1642.9,0.41292,5.2731,0.38624,32,-105.98,9.7752,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064459,4479932,0,589.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026177,NaN,NaN,NaN,NaN,5.8849,-26.613,446.51,315.17,0.5,0.88559
575.78,5162.8,-20.275,0.019785,20.286,0.11222,1640.2,11.839,1640.2,0.41357,5.3284,0.11046,32,-105.98,9.7752,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064357,4477695,0,588.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002624,NaN,NaN,NaN,NaN,5.5071,-26.547,447.15,315.21,0.5,0.88567
576.28,5152.6,-20.261,0.027946,20.289,0.37036,1637.5,11.839,1637.5,0.41424,5.513,0.36931,32,-105.98,9.7753,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064359,4482704,0,589.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026252,NaN,NaN,NaN,NaN,6.0974,-26.482,447.79,315.25,0.5,0.88572
576.78,5142.5,-20.251,0.019535,20.263,0.12601,1634.7,11.838,1634.7,0.41493,5.5753,0.12449,32,-105.98,9.7753,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064266,4481032,0,588.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026317,NaN,NaN,NaN,NaN,5.7757,-26.416,448.43,315.29,0.5,0.88575
577.28,5132.4,-20.241,0.02074,20.251,0.06366,1631.9,11.838,1631.9,0.41563,5.6054,0.060187,32,-105.98,9.7753,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064223,4482837,0,588.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026333,NaN,NaN,NaN,NaN,5.7049,-26.35,449.06,315.33,0.5,0.88582
577.78,5122.3,-20.23,0.02184,20.241,0.0493,1629.1,11.838,1629.1,0.41632,5.5833,0.044199,32,-105.98,9.7753,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064181,4484732,0,588.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026334,NaN,NaN,NaN,NaN,5.5192,-26.284,449.7,315.37,0.5,0.88587
578.28,5112.2,-20.219,0.02242,20.23,0.030342,1626.3,11.837,1626.3,0.41702,5.5935,0.020444,32,-105.98,9.7754,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064138,4486516,0,588.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026311,NaN,NaN,NaN,NaN,5.6306,-26.218,450.34,315.41,0.5,0.88591
578.78,5102.1,-20.207,0.02327,20.22,0.10812,1623.5,11.837,1623.6,0.41772,5.5407,0.10559,32,-105.98,9.7754,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064098,4488490,0,588.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026303,NaN,NaN,NaN,NaN,5.3808,-26.153,450.97,315.45,0.5,0.88598
579.28,5092,-20.195,0.022952,20.208,0.087196,1620.8,11.836,1620.8,0.41842,5.4986,0.084121,32,-105.98,9.7754,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064052,4.49e6,0,588.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026265,NaN,NaN,NaN,NaN,5.3724,-26.087,451.61,315.49,0.5,0.88607
579.78,5081.9,-20.183,0.025589,20.202,0.24516,1618,11.836,1618.1,0.41911,5.3767,0.24382,32,-105.98,9.7755,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.064024,4492889,0,589.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026233,NaN,NaN,NaN,NaN,5.0013,-26.021,452.24,315.53,0.5,0.88614
580.28,5071.8,-20.171,0.023899,20.188,0.22925,1615.4,11.835,1615.4,0.41978,5.2627,0.228,32,-105.98,9.7755,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063973,4494067,0,589.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026164,NaN,NaN,NaN,NaN,4.9122,-25.956,452.88,315.57,0.5,0.88621
580.78,5061.7,-20.156,0.028511,20.187,0.3931,1612.8,11.835,1612.8,0.42044,5.0667,0.39206,32,-105.98,9.7755,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063961,4497950,0,589.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026101,NaN,NaN,NaN,NaN,4.4612,-25.89,453.51,315.61,0.5,0.88627
581.28,5051.6,-20.147,0.01815,20.157,0.064202,1610.3,11.834,1610.3,0.42108,5.0359,0.061584,32,-105.98,9.7756,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063858,4495484,0,588.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026001,NaN,NaN,NaN,NaN,4.9451,-25.824,454.15,315.65,0.5,0.88631
581.78,5041.5,-20.135,0.025183,20.158,0.31659,1607.8,11.834,1607.8,0.42172,4.8781,0.31558,32,-105.98,9.7756,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063853,4499840,0,589.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025978,NaN,NaN,NaN,NaN,4.3922,-25.759,454.78,315.69,0.5,0.88635
582.28,5031.5,-20.125,0.019199,20.135,0.07683,1605.4,11.834,1605.4,0.42234,4.8409,0.074393,32,-105.98,9.7756,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063774,4499013,0,588.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025899,NaN,NaN,NaN,NaN,4.7303,-25.694,455.42,315.73,0.5,0.88646
582.78,5021.4,-20.113,0.024114,20.132,0.26681,1603,11.833,1603,0.42295,4.708,0.26572,32,-105.98,9.7757,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063757,4502520,0,589.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025872,NaN,NaN,NaN,NaN,4.3003,-25.628,456.05,315.77,0.5,0.88651
583.28,5011.4,-20.102,0.021695,20.117,0.19187,1600.6,11.833,1600.6,0.42357,4.8034,0.19064,32,-105.98,9.7757,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.0637,4503214,0,588.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025806,NaN,NaN,NaN,NaN,5.1045,-25.563,456.68,315.81,0.5,0.88655
583.78,5001.3,-20.091,0.022566,20.107,0.21502,1598.2,11.832,1598.2,0.4242,4.9103,0.21383,32,-105.98,9.7757,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063661,4505140,0,589.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002583,NaN,NaN,NaN,NaN,5.2472,-25.497,457.31,315.85,0.5,0.88661
584.28,4991.3,-20.081,0.020954,20.093,0.12763,1595.7,11.832,1595.7,0.42484,4.9732,0.1259,32,-105.98,9.7757,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063607,4506024,0,588.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002586,NaN,NaN,NaN,NaN,5.1736,-25.432,457.95,315.89,0.5,0.88664
584.78,4981.2,-20.069,0.023871,20.087,0.24418,1593.2,11.832,1593.2,0.4255,5.0947,0.24301,32,-105.98,9.7758,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063581,4508815,0,589.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025873,NaN,NaN,NaN,NaN,5.4763,-25.367,458.58,315.93,0.5,0.88669
585.28,4971.2,-20.056,0.024742,20.078,0.30232,1590.6,11.831,1590.6,0.42617,5.2454,0.3013,32,-105.98,9.7758,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063545,4510992,0,589.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025909,NaN,NaN,NaN,NaN,5.7168,-25.302,459.21,315.97,0.5,0.88673
585.78,4961.2,-20.047,0.018854,20.056,0.033149,1588,11.831,1588,0.42686,5.2318,0.027265,32,-105.98,9.7758,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063468,4510156,0,588.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025958,NaN,NaN,NaN,NaN,5.1946,-25.236,459.84,316.01,0.5,0.88677
586.28,4951.2,-20.035,0.024084,20.054,0.26614,1585.3,11.83,1585.4,0.42756,5.3643,0.26505,32,-105.98,9.7759,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063454,4513789,0,589.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025941,NaN,NaN,NaN,NaN,5.779,-25.171,460.47,316.05,0.5,0.8868
586.78,4941.1,-20.024,0.020638,20.037,0.15455,1582.7,11.83,1582.7,0.42827,5.2877,0.15317,32,-105.98,9.7759,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063392,4514010,0,588.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025984,NaN,NaN,NaN,NaN,5.0561,-25.106,461.1,316.08,0.5,0.88685
587.28,4931.1,-20.014,0.021687,20.028,0.17223,1580,11.83,1580,0.42897,5.3731,0.17086,32,-105.98,9.7759,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063353,4515927,0,588.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025939,NaN,NaN,NaN,NaN,5.642,-25.041,461.73,316.12,0.5,0.88687
587.78,4921.1,-20.003,0.021212,20.015,0.13735,1577.3,11.829,1577.4,0.42969,5.3053,0.1357,32,-105.98,9.776,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063307,4517253,0,588.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025963,NaN,NaN,NaN,NaN,5.101,-24.976,462.36,316.16,0.5,0.8869
588.28,4911.1,-19.993,0.020653,20.003,0.023577,1574.7,11.829,1574.7,0.43039,5.311,0.011372,32,-105.98,9.776,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.06326,4518499,0,588.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025921,NaN,NaN,NaN,NaN,5.3335,-24.911,462.99,316.2,0.5,0.88693
588.78,4901.1,-19.977,0.030467,20.011,0.42935,1572.1,11.828,1572.1,0.43109,5.0968,0.42827,32,-105.98,9.776,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063279,4524464,0,589.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025911,NaN,NaN,NaN,NaN,4.4428,-24.846,463.62,316.24,0.5,0.88698
589.28,4891.2,-19.967,0.020125,19.984,0.25237,1569.5,11.828,1569.6,0.43177,4.971,0.25156,32,-105.98,9.7761,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063184,4522256,0,588.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025802,NaN,NaN,NaN,NaN,4.5888,-24.781,464.25,316.28,0.5,0.88701
589.78,4881.2,-19.958,0.018215,19.968,0.096489,1567.1,11.828,1567.1,0.43244,5.0184,0.094754,32,-105.98,9.7761,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063127,4522765,0,588.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025737,NaN,NaN,NaN,NaN,5.1693,-24.716,464.88,316.32,0.5,0.88706
590.28,4871.2,-19.945,0.025869,19.971,0.35868,1564.6,11.827,1564.6,0.43311,4.8396,0.35774,32,-105.98,9.7761,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063129,4527468,0,589.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025746,NaN,NaN,NaN,NaN,4.295,-24.651,465.51,316.36,0.5,0.88709
590.78,4861.2,-19.937,0.017405,19.945,0.040438,1562.2,11.827,1562.2,0.43376,4.8578,0.0365,32,-105.98,9.7761,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063039,4525608,0,588.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025658,NaN,NaN,NaN,NaN,4.9189,-24.586,466.13,316.4,0.5,0.88717
591.28,4851.3,-19.926,0.021061,19.94,0.18567,1559.8,11.826,1559.8,0.43442,4.7656,0.18447,32,-105.98,9.7762,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.063014,4528379,0,588.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025655,NaN,NaN,NaN,NaN,4.4874,-24.521,466.76,316.44,0.5,0.88722
591.78,4841.3,-19.916,0.020495,19.928,0.13809,1557.4,11.826,1557.4,0.43506,4.6973,0.13656,32,-105.98,9.7762,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.062968,4529622,0,588.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025606,NaN,NaN,NaN,NaN,4.4928,-24.457,467.39,316.48,0.5,0.88725
592.28,4831.3,-19.905,0.021665,19.919,0.18236,1555.1,11.826,1555.1,0.4357,4.6068,0.18107,32,-105.98,9.7762,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.062932,4531605,0,588.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025566,NaN,NaN,NaN,NaN,4.3342,-24.392,468.02,316.52,0.5,0.8873
592.78,4821.4,-19.892,0.025468,19.916,0.32928,1552.7,11.825,1552.8,0.43634,4.7709,0.3283,32,-105.98,9.7763,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.062916,4534943,0,589.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025518,NaN,NaN,NaN,NaN,5.2785,-24.327,468.64,316.56,0.5,0.88733
593.28,4811.4,-19.882,0.02003,19.897,0.20399,1550.3,11.825,1550.4,0.43701,4.8724,0.203,32,-105.98,9.7763,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.062846,4534426,0,588.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025567,NaN,NaN,NaN,NaN,5.1881,-24.263,469.27,316.6,0.5,0.88735
593.78,4801.5,-19.867,0.030245,19.906,0.47887,1547.8,11.824,1547.9,0.4377,5.1114,0.47791,32,-105.98,9.7763,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.062868,4540543,0,590.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025596,NaN,NaN,NaN,NaN,5.8464,-24.198,469.89,316.63,0.5,0.88738
