Time (s),acceleration,altitude,speed
7.04,40.21,1417.17,342.19
7.05,40.21,1416.88,342.58
7.06,39.23,1415.35,342.96
7.06,39.23,1415.35,342.96
7.07,33.83,1416.21,343.34
7.08,37.76,1413.35,343.71
7.09,36.77,1412.01,344.08
7.1,35.3,1412.2,344.45
7.11,38.25,1413.06,344.82
7.12,35.79,1412.2,345.19
7.13,40.7,1411.15,345.56
7.14,35.3,1424.34,345.93
7.15,37.27,1439.27,346.31
7.16,37.27,1443.78,346.68
7.17,37.76,1443.87,347.04
7.18,35.3,1443.97,347.41
7.18,35.3,1443.97,347.41
7.18,35.3,1443.97,347.41
7.18,35.3,1443.97,347.41
7.18,35.3,1443.97,347.41
7.19,35.79,1440.23,347.77
7.2,34.81,1438.03,348.13
7.21,38.25,1436.21,348.49
7.22,35.3,1430.08,348.85
7.23,35.3,1426.45,349.2
7.24,32.85,1421.47,349.55
7.25,33.83,1419.46,349.89
7.26,34.32,1419.46,350.23
7.27,34.32,1416.88,350.57
7.28,35.3,1413.54,350.91
7.29,32.36,1415.45,351.25
7.3,35.3,1415.26,351.59
7.31,32.85,1415.64,351.92
7.32,30.4,1415.74,352.25
7.33,31.38,1414.49,352.58
7.34,37.27,1414.49,352.91
7.35,31.87,1417.46,353.25
7.36,34.81,1419.37,353.59
7.37,33.83,1422.43,353.93
7.38,33.83,1428.07,354.27
7.38,33.83,1428.07,354.27
7.39,36.28,1433.62,354.62
7.4,33.34,1441.19,354.97
7.41,35.3,1451.06,355.32
7.42,37.27,1457.97,355.68
7.43,36.28,1469.78,356.04
7.44,35.3,1479.49,356.4
7.45,37.76,1489.79,356.76
7.46,36.28,1497.3,357.12
7.47,34.32,1502.8,357.47
7.48,34.81,1511.28,357.82
7.49,34.81,1516.2,358.17
7.5,33.34,1516.59,358.5
7.51,31.38,1521.23,358.84
7.52,31.38,1524.12,359.17
7.53,36.28,1525.19,359.51
7.54,36.28,1529.73,359.85
7.55,33.83,1533.21,360.2
7.56,33.34,1536.3,360.54
7.57,32.36,1535.14,360.88
7.58,36.77,1539.3,361.23
7.59,34.32,1543.66,361.57
7.6,34.32,1544.91,361.92
7.61,37.76,1548.59,362.26
7.62,31.38,1552.27,362.59
7.63,29.42,1554.5,362.92
7.64,30.89,1558.38,363.26
7.65,36.77,1563.81,363.59
7.66,35.3,1562.94,363.93
7.67,34.81,1567.98,364.27
7.68,34.32,1570.31,364.62
7.69,35.79,1575.94,364.95
7.7,29.91,1576.91,365.29
7.7,29.91,1576.91,365.29
7.71,29.91,1580.6,365.62
7.72,37.76,1583.81,365.95
7.73,31.38,1589.25,366.28
7.74,32.85,1588.18,366.61
7.75,33.34,1588.86,366.93
7.76,32.85,1591.1,367.26
7.77,30.4,1593.92,367.58
7.78,29.42,1593.44,367.9
7.79,35.79,1595.48,368.22
7.8,30.89,1595.28,368.54
7.81,30.89,1597.72,368.87
7.82,36.77,1596.65,369.2
7.83,32.36,1598.49,369.53
7.84,32.36,1602.97,369.86
7.85,33.83,1603.85,370.2
7.86,35.3,1606.48,370.53
7.87,31.87,1611.35,370.85
7.88,30.4,1609.69,371.17
7.89,29.42,1612.13,371.48
7.9,32.85,1615.05,371.79
7.91,27.95,1614.76,372.09
7.92,27.95,1621.49,372.4
7.93,33.34,1624.9,372.71
7.94,34.81,1631.54,373.04
7.95,34.81,1632.32,373.36
7.96,30.89,1635.25,373.69
7.97,29.42,1639.36,374.01
7.98,33.83,1642.19,374.34
7.99,34.32,1642.29,374.66
8,32.85,1646.4,374.99
8.01,32.36,1646.4,375.32
8.02,33.83,1646.79,375.65
8.02,33.83,1646.79,375.65
8.03,33.83,1649.23,375.98
8.04,31.38,1649.04,376.3
8.05,30.4,1649.23,376.62
8.06,31.38,1651.77,376.94
8.07,33.34,1651.09,377.26
8.08,30.89,1652.36,377.57
8.09,29.42,1651.97,377.89
8.1,34.81,1653.34,378.2
8.11,28.44,1653.14,378.52
8.12,32.85,1654.32,378.84
8.13,32.85,1654.81,379.15
8.14,32.85,1654.32,379.47
8.15,28.44,1657.35,379.79
8.16,31.87,1659.02,380.1
8.17,32.85,1661.17,380.42
8.18,32.85,1663.52,380.75
8.18,32.85,1663.52,380.75
8.18,32.85,1663.52,380.75
8.18,32.85,1663.52,380.75
8.18,32.85,1663.52,380.75
8.19,32.85,1667.05,381.07
8.2,32.36,1670.58,381.4
8.21,32.85,1672.05,381.73
8.22,37.27,1677.25,382.06
8.23,30.89,1682.05,382.38
8.24,27.46,1683.82,382.69
8.25,29.91,1686.08,383
8.26,29.91,1689.42,383.3
8.27,30.89,1689.81,383.61
8.28,31.38,1694.23,383.91
8.29,30.89,1697.67,384.22
8.3,32.36,1697.47,384.54
8.31,33.34,1699.93,384.85
8.32,26.48,1702.39,385.16
8.33,32.85,1702.59,385.47
8.34,33.34,1704.85,385.79
8.34,33.34,1704.85,385.79
8.35,28.44,1704.36,386.1
8.36,33.34,1705.73,386.41
8.37,33.34,1707.41,386.72
8.38,25.5,1706.52,387.03
8.39,33.83,1708.39,387.34
8.4,30.4,1710.36,387.66
8.41,30.89,1710.36,387.97
8.42,32.36,1711.93,388.29
8.43,33.34,1714.59,388.61
8.44,33.34,1721.88,388.94
8.45,33.83,1730.95,389.26
8.46,28.44,1738.84,389.57
8.47,31.38,1742,389.88
8.48,31.38,1748.62,390.19
8.49,28.44,1755.04,390.5
8.5,31.38,1758.5,390.8
8.51,29.42,1764.83,391.11
8.52,31.38,1767.8,391.41
8.53,30.89,1770.67,391.72
8.54,31.87,1775.62,392.03
8.55,30.4,1775.72,392.33
8.56,28.93,1775.82,392.64
8.57,31.38,1778.5,392.95
8.58,31.38,1781.57,393.26
8.59,31.38,1782.96,393.57
8.6,30.4,1786.33,393.88
8.61,31.87,1790.49,394.19
8.62,32.36,1793.97,394.51
8.63,32.85,1797.54,394.82
8.64,29.42,1799.03,395.13
8.65,28.44,1802.9,395.43
8.66,29.42,1802.11,395.73
8.66,29.42,1802.11,395.73
8.67,32.36,1804.09,396.03
8.68,29.42,1804.39,396.33
8.69,28.93,1806.58,396.64
8.7,28.93,1810.16,396.94
8.71,33.34,1813.34,397.24
8.72,31.38,1817.71,397.56
8.73,27.95,1819.8,397.87
8.74,35.3,1823.88,398.19
8.75,34.32,1825.97,398.51
8.76,29.42,1830.16,398.83
8.77,31.87,1833.14,399.15
8.78,31.38,1835.54,399.47
8.79,32.85,1840.02,399.78
8.8,31.87,1845.21,400.1
8.81,31.87,1847.8,400.42
8.82,30.89,1848.9,400.74
8.83,31.38,1853.89,401.07
8.84,35.3,1859.18,401.39
8.85,33.83,1861.78,401.72
8.86,32.85,1865.68,402.05
8.87,32.36,1867.78,402.38
8.88,31.38,1871.58,402.7
8.89,32.36,1872.48,403.02
8.9,27.46,1875.68,403.34
8.91,34.32,1876.98,403.65
8.92,34.32,1881.08,403.98
8.93,31.38,1883.18,404.3
8.94,32.85,1886.89,404.64
8.95,32.85,1887.29,404.97
8.96,39.23,1889.4,405.29
8.97,25.99,1889.8,405.62
8.98,31.87,1895.71,405.94
8.98,31.87,1895.71,405.94
8.99,31.38,1894.41,406.26
9,33.34,1895.01,406.57
9.01,32.36,1895.71,406.88
9.02,29.42,1897.41,407.19
9.03,29.42,1899.92,407.49
9.04,28.44,1902.73,407.79
9.05,29.91,1906.04,408.08
9.06,25.01,1907.45,408.37
9.07,35.79,1912.27,408.67
9.08,25.99,1916.48,408.97
9.09,32.85,1918.49,409.27
9.1,29.42,1923.22,409.57
9.11,31.38,1927.24,409.88
9.12,28.93,1932.17,410.18
9.13,29.91,1935.79,410.48
9.14,29.91,1939.52,410.77
9.15,29.42,1942.14,411.07
9.16,28.93,1942.64,411.37
9.17,32.36,1946.67,411.66
9.18,27.95,1949.49,411.96
9.18,27.95,1949.49,411.96
9.18,27.95,1949.49,411.96
9.18,27.95,1949.49,411.96
9.18,27.95,1949.49,411.96
9.19,25.01,1952.21,412.25
9.2,31.87,1954.94,412.55
9.21,31.87,1957.76,412.85
9.22,32.36,1958.77,413.15
9.23,28.44,1962.3,413.45
9.24,27.95,1965.23,413.74
9.25,27.95,1966.54,414.03
9.26,29.42,1971.9,414.33
9.27,31.87,1974.32,414.63
9.28,27.46,1975.74,414.93
9.29,34.32,1977.55,415.25
9.3,34.32,1981.7,415.56
9.3,34.32,1981.7,415.56
9.31,29.91,1984.23,415.88
9.32,32.36,1986.76,416.2
9.33,31.38,1990.3,416.51
9.34,27.95,1992.83,416.82
9.35,33.34,1995.06,417.14
9.36,33.34,2000.43,417.45
9.37,31.38,2003.47,417.76
9.38,29.42,2009.25,418.07
9.39,28.93,2012.59,418.37
9.4,29.42,2013.51,418.67
9.41,30.4,2019.09,418.97
9.42,27.95,2022.74,419.27
9.43,30.4,2023.25,419.57
9.44,32.36,2023.55,419.88
9.45,31.87,2023.86,420.2
9.46,33.83,2021.93,420.52
9.47,33.83,2022.23,420.84
9.48,30.89,2022.54,421.17
9.49,31.38,2022.44,421.49
9.5,33.83,2024.26,421.81
9.51,30.89,2025.08,422.13
9.52,33.34,2026.3,422.45
9.53,30.4,2026.19,422.76
9.54,28.44,2031.48,423.07
9.55,31.38,2032.29,423.38
9.56,32.85,2033.21,423.68
9.57,27.95,2033.41,423.98
9.58,27.95,2034.02,424.27
9.59,29.91,2033.82,424.57
9.6,27.95,2038.09,424.87
9.61,31.38,2039.41,425.17
9.62,31.87,2041.14,425.48
9.62,31.87,2041.14,425.48
9.63,35.3,2045.11,425.79
9.64,28.44,2046.63,426.09
9.65,26.97,2052.54,426.4
9.66,29.91,2057.84,426.7
9.67,35.3,2059.16,427.01
9.68,28.44,2062.53,427.31
9.69,28.44,2066.6,427.6
9.7,27.95,2069.05,427.9
9.71,32.36,2073.85,428.2
9.72,27.46,2074.26,428.49
9.73,29.91,2076.61,428.79
9.74,30.89,2082.94,429.08
9.75,29.42,2086.62,429.38
9.76,28.93,2092.14,429.67
9.77,28.44,2098.07,429.97
9.78,28.44,2105.44,430.26
9.79,30.89,2109.54,430.56
9.8,30.89,2114.56,430.86
9.81,31.87,2113.74,431.17
9.82,32.85,2119.89,431.47
9.83,25.5,2121.53,431.77
9.84,28.93,2127.68,432.06
9.85,28.93,2129.53,432.35
9.86,30.4,2130.25,432.64
9.87,27.95,2133.43,432.92
9.88,26.97,2131.99,433.2
9.89,26.97,2136.82,433.49
9.9,29.42,2139.39,433.77
9.91,29.42,2139.08,434.06
9.92,25.5,2141.86,434.35
9.93,35.3,2145.25,434.65
9.94,33.83,2151.01,434.95
9.94,33.83,2151.01,434.95
9.95,24.52,2149.26,435.24
9.96,25.99,2153.99,435.53
9.97,31.38,2157.59,435.82
9.98,30.4,2160.27,436.1
9.99,25.01,2162.33,436.37
10,25.01,2164.7,436.65
10.01,26.97,2171.7,436.92
10.02,26.97,2175.83,437.2
10.03,33.34,2179.95,437.49
10.04,28.93,2180.68,437.79
10.05,31.38,2188.31,438.1
10.06,29.91,2191.93,438.41
10.07,33.34,2194.93,438.72
10.08,33.34,2201.23,439.03
10.09,28.93,2205.26,439.34
10.1,28.93,2207.02,439.64
10.11,28.93,2211.16,439.93
10.12,28.44,2216.44,440.22
10.13,28.44,2217.79,440.51
10.14,29.91,2222.55,440.8
10.15,27.95,2225.87,441.09
10.16,31.87,2228.36,441.38
10.17,27.46,2232.4,441.67
10.18,27.95,2236.86,441.96
10.18,27.95,2236.86,441.96
10.18,27.95,2236.86,441.96
10.18,27.95,2236.86,441.96
10.18,27.95,2236.86,441.96
10.19,27.95,2237.38,442.24
10.2,28.44,2239.04,442.52
10.21,28.93,2241.12,442.8
10.22,25.99,2246.83,443.08
10.23,26.97,2251.61,443.35
10.24,26.97,2255.35,443.63
10.25,28.44,2253.89,443.9
10.26,27.95,2260.75,444.19
10.26,27.95,2260.75,444.19
10.27,28.44,2258.88,444.48
10.28,32.85,2261.27,444.78
10.29,30.4,2262.83,445.09
10.3,34.81,2263.15,445.41
10.31,31.38,2267.93,445.72
10.32,28.93,2272.62,446.02
10.33,27.95,2275.64,446.32
10.34,28.93,2277.72,446.61
10.35,28.93,2278.14,446.9
10.36,29.91,2280.85,447.19
10.37,27.46,2283.04,447.49
10.38,31.38,2285.02,447.78
10.39,29.42,2287.84,448.08
10.4,30.4,2295.35,448.37
10.41,29.42,2299.84,448.67
10.42,29.42,2304.43,448.96
10.43,26.48,2305.69,449.26
10.44,31.38,2309.34,449.55
10.45,30.4,2312.79,449.84
10.46,30.4,2315.41,450.13
10.47,23.05,2315.72,450.42
10.48,30.4,2319.38,450.7
10.49,30.4,2321.48,450.99
10.5,28.44,2325.14,451.28
10.51,26.97,2326.4,451.57
10.52,30.4,2327.97,451.86
10.53,30.4,2329.96,452.15
10.54,25.01,2335.2,452.45
10.55,35.79,2337.71,452.76
10.56,33.83,2340.12,453.08
10.57,33.83,2345.89,453.39
10.58,27.95,2350.09,453.71
10.58,27.95,2350.09,453.71
10.59,28.93,2351.14,454.01
10.6,29.91,2357.12,454.32
10.61,31.87,2359.01,454.62
10.62,31.38,2362.17,454.93
10.63,31.38,2368.89,455.23
10.64,26.48,2373.31,455.53
10.65,30.4,2380.47,455.82
10.66,29.91,2385.73,456.11
10.67,27.95,2391.74,456.4
10.68,27.95,2399.33,456.68
10.69,27.46,2402.18,456.96
10.7,25.99,2406.93,457.23
10.71,24.52,2410.1,457.5
10.72,26.48,2412.1,457.77
10.73,34.32,2414.11,458.05
10.74,26.97,2417.81,458.33
10.75,24.03,2420.98,458.61
10.76,30.4,2422.78,458.89
10.77,27.46,2424.58,459.16
10.78,26.97,2427.85,459.43
10.79,26.97,2429.55,459.71
10.8,24.03,2431.56,459.98
10.81,28.93,2437.49,460.25
10.82,31.87,2434.31,460.54
10.83,24.52,2436.64,460.82
10.84,31.87,2440.35,461.12
10.85,30.89,2445.75,461.42
10.86,31.38,2449.14,461.72
10.87,32.36,2458.37,462.02
10.88,26.97,2461.24,462.32
10.89,28.44,2468.88,462.62
10.9,28.44,2466.12,462.92
10.9,28.44,2466.12,462.92
10.91,30.89,2470.58,463.21
10.92,32.85,2472.49,463.51
10.93,30.89,2473.66,463.81
10.94,26.48,2478.66,464.11
10.95,26.48,2480.15,464.4
10.96,33.34,2483.45,464.69
10.97,28.44,2486.42,464.99
10.98,28.44,2490.9,465.28
10.99,29.42,2495.37,465.57
11,28.93,2497.61,465.86
11.01,28.93,2501.23,466.14
11.02,27.46,2504.11,466.42
11.03,27.46,2507.31,466.7
11.04,28.93,2511.04,466.98
11.05,24.52,2515.09,467.25
11.06,25.01,2517.98,467.52
11.07,29.42,2521.61,467.8
11.08,28.93,2528.23,468.08
11.09,30.89,2532.51,468.37
11.1,30.89,2530.37,468.67
11.11,29.42,2531.76,468.97
11.12,29.42,2534.65,469.27
11.13,32.36,2538.39,469.57
11.14,25.01,2540.32,469.86
11.15,31.38,2542.03,470.16
11.16,30.4,2544.6,470.45
11.17,30.4,2544.6,470.75
11.18,26.97,2551.56,471.04
11.18,26.97,2551.56,471.04
11.18,26.97,2551.56,471.04
11.18,26.97,2551.56,471.04
11.18,26.97,2551.56,471.04
11.19,28.44,2556.7,471.33
11.2,28.93,2558.42,471.61
11.21,27.46,2563.03,471.9
11.22,29.42,2567.96,472.18
11.22,29.42,2567.96,472.18
11.23,29.42,2572.68,472.47
11.24,29.42,2574.73,472.76
11.25,27.95,2581.49,473.04
11.26,27.95,2586.76,473.32
11.27,27.46,2588.26,473.6
11.28,25.01,2591.6,473.88
11.29,29.42,2594.61,474.16
11.3,29.42,2598.81,474.45
11.31,32.85,2601.72,474.74
11.32,25.99,2603.87,475.04
11.33,29.91,2605.59,475.33
11.34,29.91,2609.58,475.63
11.35,29.91,2612.6,475.93
11.36,30.4,2617.45,476.23
11.37,31.87,2621.66,476.53
11.38,29.91,2619.17,476.83
11.39,30.4,2623.27,477.12
11.4,25.01,2628.13,477.4
11.41,24.03,2627.81,477.67
11.42,28.93,2629.97,477.94
11.43,27.46,2632.99,478.22
11.44,27.46,2635.8,478.49
11.45,27.46,2640.34,478.77
11.46,28.44,2644.34,479.05
11.47,27.95,2651.37,479.33
11.48,29.42,2651.81,479.61
11.49,29.42,2651.59,479.89
11.5,27.46,2657,480.17
11.51,23.05,2657.76,480.45
11.52,29.91,2665.34,480.73
11.53,30.89,2667.73,481.01
11.54,27.95,2674.45,481.28
11.54,27.95,2674.45,481.28
11.55,25.01,2678.14,481.56
11.56,25.01,2679.77,481.83
11.57,28.44,2682.7,482.1
11.58,28.93,2685.52,482.37
11.59,26.48,2689.76,482.64
11.6,28.44,2694.54,482.91
11.61,22.56,2697.7,483.18
11.62,27.95,2700.85,483.45
11.63,29.42,2703.02,483.72
11.64,25.01,2706.83,483.99
11.65,28.93,2705.85,484.26
11.66,25.99,2706.51,484.54
11.67,25.99,2706.72,484.81
11.68,29.42,2707.16,485.1
11.69,32.36,2710.75,485.39
11.7,29.91,2714.02,485.68
11.71,28.44,2720.34,485.97
11.72,25.01,2723.06,486.25
11.73,29.42,2726.55,486.53
11.74,29.42,2729.28,486.82
11.75,26.97,2735.17,487.1
11.76,26.97,2738.45,487.38
11.77,29.91,2741.73,487.66
11.78,29.91,2749.48,487.95
11.79,26.97,2752.87,488.23
11.8,27.95,2757.36,488.51
11.81,27.95,2762.61,488.79
11.82,27.46,2771.04,489.06
11.83,26.48,2774.66,489.34
11.84,26.97,2776.3,489.61
11.85,27.95,2780.25,489.89
11.86,27.95,2785.3,490.16
11.86,27.95,2785.3,490.16
11.87,27.95,2790.78,490.44
11.88,26.97,2794.96,490.71
11.89,26.97,2799.68,490.99
11.9,25.99,2804.52,491.27
11.91,30.4,2808.47,491.56
11.92,30.4,2814.74,491.85
11.93,35.3,2820.69,492.15
11.94,27.46,2824.65,492.44
11.95,26.48,2832.59,492.73
11.96,26.48,2831.38,493
11.97,25.01,2825.32,493.26
11.98,25.5,2828.4,493.51
11.99,23.05,2827.19,493.76
12,23.05,2826.2,494.02
12.01,26.48,2828.62,494.29
12.02,31.87,2830.72,494.56
12.03,31.87,2831.71,494.85
12.04,31.87,2833.69,495.13
12.05,23.05,2837.55,495.41
12.06,23.05,2840.42,495.68
12.07,27.95,2840.97,495.94
12.08,24.03,2845.83,496.2
12.09,27.46,2850.69,496.46
12.1,27.95,2853.23,496.73
12.11,27.95,2855.99,496.99
12.12,25.01,2860.63,497.26
12.13,24.52,2860.19,497.52
12.14,24.52,2862.62,497.78
12.15,29.42,2866.38,498.04
12.16,26.97,2872.47,498.31
12.17,25.01,2873.58,498.58
12.18,27.46,2879.45,498.84
12.18,27.46,2879.45,498.84
12.18,27.46,2879.45,498.84
12.18,27.46,2879.45,498.84
12.18,27.46,2879.45,498.84
12.18,27.46,2879.45,498.84
12.19,27.46,2879.89,499.11
12.2,27.46,2886.43,499.37
12.21,24.03,2889.2,499.63
12.22,24.03,2894.08,499.88
12.23,25.01,2896.97,500.13
12.24,24.03,2899.85,500.39
12.25,27.95,2901.19,500.65
12.26,25.5,2909.18,500.91
12.27,30.4,2912.3,501.18
12.28,25.5,2915.41,501.45
12.29,25.01,2923.31,501.71
12.3,28.44,2928.76,501.98
12.31,23.54,2931.32,502.24
12.32,27.95,2935.67,502.51
12.33,27.95,2939.46,502.78
12.34,26.48,2943.69,503.05
12.35,28.93,2945.03,503.33
12.36,28.44,2953.51,503.6
12.37,25.5,2961.44,503.87
12.38,28.44,2965.24,504.14
12.39,23.05,2969.49,504.4
12.4,25.5,2972.28,504.67
12.41,28.44,2978.32,504.93
12.42,28.44,2981.57,505.19
12.43,24.03,2982.35,505.45
12.44,24.03,2989.97,505.71
12.45,25.5,2992.66,505.97
12.46,26.97,2998.94,506.23
12.47,29.91,2999.72,506.49
12.48,22.56,3005.89,506.74
12.49,23.54,3009.04,507
12.5,26.48,3012.63,507.24
12.5,26.48,3012.63,507.24
12.51,22.56,3014.99,507.49
12.52,23.05,3021.73,507.75
12.53,29.42,3025.22,508.01
12.54,29.42,3029.15,508.28
12.55,29.42,3033.99,508.57
12.56,25.5,3037.82,508.85
12.57,31.38,3044.47,509.14
12.58,29.91,3048.19,509.43
12.59,29.42,3051.68,509.71
12.6,23.54,3054.39,509.99
12.61,28.93,3054.61,510.26
12.62,24.52,3056.53,510.53
12.63,27.46,3061.5,510.79
12.64,27.95,3064.55,511.06
12.65,25.99,3066.46,511.33
12.66,25.99,3070.98,511.6
12.67,27.95,3071.44,511.87
12.68,25.5,3073.58,512.14
12.69,30.4,3077.31,512.42
12.7,25.5,3084.44,512.7
12.71,34.32,3088.06,512.99
12.72,25.99,3089.19,513.27
12.73,27.95,3094.85,513.55
12.74,27.46,3099.95,513.82
12.75,25.5,3104.15,514.09
12.76,24.52,3108.23,514.34
12.77,24.52,3112.99,514.6
12.78,25.5,3118.56,514.85
12.79,24.03,3119.92,515.11
12.8,25.5,3121.62,515.37
12.81,30.4,3123.89,515.64
12.82,27.46,3124.8,515.92
12.82,27.46,3124.8,515.92
12.83,30.89,3127.76,516.21
12.84,29.42,3130.26,516.5
12.85,26.97,3129.12,516.79
12.86,31.87,3129.23,517.07
12.87,26.97,3128.32,517.36
12.88,26.97,3130.94,517.63
12.89,25.01,3132.3,517.91
12.9,31.38,3136.4,518.18
12.91,23.54,3138.45,518.44
12.92,23.05,3144.48,518.71
12.93,29.42,3143.79,518.97
12.94,26.97,3148.81,519.24
12.95,26.97,3153.13,519.51
12.96,28.44,3158.95,519.78
12.97,23.54,3161.8,520.04
12.98,27.95,3166.7,520.31
12.99,27.95,3165.91,520.59
13,28.44,3169.79,520.86
13.01,26.97,3172.64,521.13
13.02,24.03,3176.52,521.39
13.03,28.44,3179.72,521.66
13.04,23.54,3183.49,521.92
13.05,26.97,3185.55,522.19
13.06,31.38,3190.01,522.47
13.07,25.99,3191.38,522.75
13.08,29.42,3195.73,523.03
13.09,27.95,3200.88,523.31
13.1,27.95,3203.29,523.58
13.11,25.99,3205.12,523.85
13.12,27.46,3208.44,524.12
13.13,25.5,3212.23,524.37
13.14,21.57,3219.22,524.63
13.14,21.57,3219.22,524.63
13.15,25.5,3220.26,524.88
13.16,26.97,3222.55,525.14
13.17,26.48,3227.03,525.4
13.18,27.95,3228.75,525.66
13.18,27.95,3228.75,525.66
13.18,27.95,3228.75,525.66
13.18,27.95,3228.75,525.66
13.18,27.95,3228.75,525.66
13.19,25.99,3232.77,525.92
13.2,25.01,3237.14,526.18
13.21,25.01,3238.98,526.44
13.22,25.01,3238.98,526.7
13.23,26.48,3237.71,526.97
13.24,28.44,3237.6,527.23
13.25,29.42,3239.09,527.51
13.26,25.99,3241.62,527.78
13.27,27.46,3241.51,528.06
13.28,28.93,3246.45,528.32
13.29,24.03,3248.41,528.59
13.3,24.03,3249.33,528.86
13.31,29.42,3251.29,529.13
13.32,29.42,3252.44,529.39
13.33,25.5,3259.23,529.65
13.34,22.56,3261.19,529.91
13.35,25.01,3265.69,530.17
13.36,25.5,3266.96,530.43
13.37,28.44,3269.03,530.69
13.38,27.46,3272.61,530.95
13.39,25.01,3274.11,531.22
13.4,27.46,3276.76,531.48
13.41,25.99,3279.3,531.75
13.42,26.97,3284.84,532.01
13.43,26.97,3290.04,532.25
13.44,20.1,3290.39,532.48
13.45,22.06,3296.86,532.7
13.46,16.18,3302.3,532.9
13.46,16.18,3302.3,532.9
13.47,17.65,3307.86,533.09
13.48,17.65,3310.52,533.27
13.49,18.14,3312.61,533.46
13.5,20.59,3316.89,533.64
13.51,16.67,3320.72,533.82
13.52,18.63,3321.18,533.99
13.53,15.69,3325.24,534.16
13.54,15.69,3326.4,534.33
13.55,15.69,3330.93,534.49
13.56,16.67,3331.86,534.65
13.57,14.22,3336.62,534.81
13.58,14.22,3340.33,534.97
13.59,21.57,3343.47,535.13
13.6,15.2,3347.66,535.29
13.61,16.67,3352.08,535.45
13.62,9.81,3355.68,535.6
13.63,16.67,3362.55,535.74
13.64,14.71,3364.76,535.89
13.65,14.71,3368.84,536.03
13.66,12.75,3376.42,536.16
13.67,12.75,3378.87,536.27
13.68,7.85,3380.97,536.38
13.69,6.86,3387.5,536.48
13.7,12.26,3390.77,536.57
13.71,6.86,3395.68,536.65
13.72,6.37,3404.68,536.72
13.73,9.81,3411.47,536.78
13.74,-0.98,3414.63,536.83
13.75,1.96,3420.13,536.87
13.76,1.96,3424.59,536.9
13.77,5.88,3428.92,536.93
13.78,5.88,3433.61,536.96
13.78,5.88,3433.61,536.96
13.79,-0.98,3436.08,536.98
13.8,0,3440.54,536.99
13.81,0,3445,536.99
13.82,-1.96,3451.58,536.97
13.83,-4.9,3455.11,536.95
13.84,-2.94,3461.58,536.92
13.85,-4.9,3463.22,536.88
13.86,-3.92,3467.23,536.84
13.87,-3.92,3470.05,536.79
13.88,-4.9,3473.58,536.74
13.89,-4.9,3479.24,536.69
13.9,-6.86,3483.13,536.62
13.91,-10.79,3487.38,536.54
13.92,-8.83,3491.27,536.46
13.93,-9.32,3492.69,536.37
13.94,-11.77,3500.25,536.27
13.95,-6.37,3507.45,536.17
13.96,-9.81,3510.41,536.08
13.97,-11.77,3514.2,535.98
13.98,-11.77,3520.82,535.87
13.98,-11.77,3520.82,535.87
13.99,-9.32,3523.9,535.76
14,-9.32,3532.19,535.65
14.01,-13.73,3539.43,535.54
14.02,-12.75,3550.82,535.42
14.03,-12.75,3567.1,535.31
14.04,-9.32,3582.34,535.19
14.05,-9.32,3601.78,535.07
14.06,-17.16,3622.34,534.95
14.07,-10.3,3640.66,534.82
14.08,-14.71,3657.22,534.69
14.09,-14.71,3670.92,534.57
14.1,-8.83,3686.81,534.45
14.1,-8.83,3686.81,534.45
14.11,-8.83,3700.55,534.34
14.12,-9.81,3712.62,534.22
14.13,-14.71,3721.56,534.1
14.14,-14.71,3731.72,533.98
14.15,-12.75,3741.29,533.84
14.16,-12.75,3753.29,533.7
14.17,-16.67,3761.78,533.56
14.18,-15.2,3774.78,533.41
14.18,-15.2,3774.78,533.41
14.18,-15.2,3774.78,533.41
14.19,-15.2,3779.28,533.26
14.2,-16.67,3788.17,533.11
14.21,-14.22,3795.47,532.97
14.22,-10.79,3801.69,532.85
14.23,-9.32,3806.44,532.73
14.24,-8.34,3807.79,532.61
14.25,-14.22,3810.84,532.5
14.26,-11.28,3811.45,532.38
14.27,-13.73,3816.09,532.26
14.28,-11.28,3820.73,532.14
14.29,-11.28,3824.03,532.01
14.3,-15.2,3828.55,531.88
14.31,-15.2,3829.65,531.74
14.32,-13.24,3830.02,531.61
14.33,-12.26,3829.77,531.47
14.34,-14.22,3829.89,531.33
14.35,-12.26,3832.34,531.19
14.36,-18.14,3833.56,531.05
14.37,-17.16,3834.54,530.91
14.38,-7.35,3840.9,530.77
14.39,-14.71,3842.99,530.64
14.4,-11.77,3847.64,530.52
14.41,-10.79,3851.32,530.4
14.42,-10.79,3852.79,530.28
14.42,-10.79,3852.79,530.28
14.43,-13.24,3859.04,530.16
14.44,-13.24,3863.7,530.04
14.45,-11.77,3865.3,529.91
14.46,-14.71,3869.47,529.77
14.47,-15.69,3875.61,529.64
14.48,-10.79,3877.95,529.51
14.49,-12.75,3883.6,529.38
14.5,-13.73,3887.17,529.24
14.51,-13.24,3892.34,529.11
14.52,-13.24,3895.05,528.98
14.53,-13.24,3901.57,528.86
14.54,-10.79,3906.01,528.73
14.55,-13.24,3913.04,528.6
14.56,-15.2,3916,528.47
14.57,-9.32,3923.41,528.35
14.58,-12.75,3930.69,528.22
14.59,-16.18,3938.23,528.09
14.6,-9.81,3947.89,527.96
14.61,-13.24,3954.2,527.83
14.62,-14.71,3959.28,527.69
14.63,-14.71,3967.34,527.56
14.64,-14.71,3977.77,527.42
14.65,-12.75,3989.45,527.29
14.66,-10.79,4000.9,527.16
