Time (s),acceleration,altitude,speed
234.85,-295.67,5362.48,-38.02
234.9,-295.67,5362.48,-38.02
234.95,-167.69,5365.94,-38.01
235.05,-145.14,5359.89,-38.18
235.15,-205.45,5335,-38.32
235.18,-205.45,5335,-38.32
235.18,-205.45,5335,-38.32
235.18,-205.45,5335,-38.32
235.18,-205.45,5335,-38.32
235.18,-205.45,5335,-38.32
235.22,-205.45,5335,-38.32
235.25,-304.99,5357.73,-38.28
235.35,-249.58,5347.22,-38.45
235.45,-153.47,5338.45,-38.5
235.54,-153.47,5338.45,-38.5
235.55,-159.36,5343.77,-38.52
235.65,-261.84,5310.76,-38.68
235.75,-302.04,5323.37,-38.76
235.85,-268.21,5340.03,-38.86
235.86,-268.21,5340.03,-38.86
235.95,-126.51,5312.33,-39.03
236.05,-161.81,5312.91,-39.11
236.15,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.18,-289.79,5303.74,-39.1
236.25,-290.77,5312.19,-39.26
236.35,-194.66,5315.77,-39.2
236.45,-131.41,5301.73,-39.29
236.5,-131.41,5301.73,-39.29
236.55,-222.12,5277.72,-39.42
236.65,-299.59,5294.72,-39.37
236.75,-243.2,5298.3,-39.48
236.82,-243.2,5298.3,-39.48
236.85,-156.42,5285,-39.43
236.95,-130.43,5286.43,-39.39
237.05,-268.21,5259.32,-39.34
237.14,-268.21,5259.32,-39.34
237.15,-299.59,5271.87,-39.3
237.17,-299.59,5271.87,-39.3
237.17,-299.59,5271.87,-39.3
237.17,-299.59,5271.87,-39.3
237.17,-299.59,5271.87,-39.3
237.17,-299.59,5271.87,-39.3
237.25,-223.1,5282.29,-39.14
237.35,-131.41,5258.75,-39.13
237.45,-169.16,5259.18,-38.97
237.46,-169.16,5259.18,-38.97
237.55,-212.31,5251.49,-38.73
237.65,-278.51,5251.06,-38.64
237.75,-187.31,5257.89,-38.39
237.78,-187.31,5257.89,-38.39
237.85,-130.43,5237.26,-38.18
237.95,-211.33,5228.45,-38.02
238.05,-245.17,5240.1,-37.78
238.1,-245.17,5240.1,-37.78
238.15,-271.15,5242.95,-37.66
238.17,-271.15,5242.95,-37.66
238.17,-271.15,5242.95,-37.66
238.17,-271.15,5242.95,-37.66
238.17,-271.15,5242.95,-37.66
238.17,-271.15,5242.95,-37.66
238.25,-159.36,5233.42,-37.44
238.35,-135.82,5231.58,-37.28
238.42,-135.82,5231.58,-37.28
238.45,-231.44,5196.7,-37.21
238.55,-314.3,5222.77,-37.17
238.65,-237.81,5229.3,-37.11
238.74,-237.81,5229.3,-37.11
238.75,-148.57,5199.39,-37.11
238.85,-177.99,5211.71,-37.14
238.95,-279,5196.98,-37.19
239.05,-301.06,5200.66,-37.33
239.06,-301.06,5200.66,-37.33
239.15,-252.03,5207.89,-37.41
239.18,-252.03,5207.89,-37.41
239.18,-252.03,5207.89,-37.41
239.18,-252.03,5207.89,-37.41
239.18,-252.03,5207.89,-37.41
239.18,-252.03,5207.89,-37.41
239.25,-144.16,5189.91,-37.59
239.35,-194.17,5173.52,-37.76
239.38,-194.17,5173.52,-37.76
239.45,-309.4,5196.7,-37.89
239.55,-267.72,5191.61,-38.06
239.65,-174.56,5181,-38.15
239.7,-174.56,5181,-38.15
239.75,-142.69,5178.46,-38.36
239.85,-240.75,5150.96,-38.55
239.95,-307.93,5168.02,-38.67
240.02,-307.93,5168.02,-38.67
240.05,-228,5170.27,-38.76
240.15,-145.63,5152.65,-38.71
240.18,-145.63,5152.65,-38.71
240.18,-145.63,5152.65,-38.71
240.18,-145.63,5152.65,-38.71
240.18,-145.63,5152.65,-38.71
240.18,-145.63,5152.65,-38.71
240.25,-139.25,5155.05,-38.85
240.34,-139.25,5155.05,-38.85
240.35,-285.37,5143.78,-38.95
240.45,-300.57,5145.61,-39.1
240.55,-179.95,5154.91,-39.15
240.65,-133.86,5135.2,-39.06
240.66,-133.86,5135.2,-39.06
240.75,-191.23,5124.39,-39.25
240.85,-298.61,5135.49,-39.25
240.95,-279.98,5128.46,-39.18
240.98,-279.98,5128.46,-39.18
241.05,-178.97,5131.13,-39.15
241.15,-139.74,5120.32,-39.02
241.17,-139.74,5120.32,-39.02
241.17,-139.74,5120.32,-39.02
241.17,-139.74,5120.32,-39.02
241.17,-139.74,5120.32,-39.02
241.17,-139.74,5120.32,-39.02
241.25,-229.48,5095.65,-39.08
241.3,-229.48,5095.65,-39.08
241.35,-255.46,5118.21,-39.12
241.45,-249.58,5115.26,-38.88
241.55,-154.95,5104.89,-38.79
241.62,-154.95,5104.89,-38.79
241.65,-139.25,5106.29,-38.72
241.75,-260.86,5074.82,-38.67
241.85,-308.91,5093.69,-38.66
241.94,-308.91,5093.69,-38.66
241.95,-310.38,5098.03,-38.41
242.05,-141.22,5079.85,-38.28
242.15,-164.26,5091.45,-38.17
242.17,-164.26,5091.45,-38.17
242.17,-164.26,5091.45,-38.17
242.17,-164.26,5091.45,-38.17
242.17,-164.26,5091.45,-38.17
242.17,-164.26,5091.45,-38.17
242.25,-252.03,5061.56,-38.09
242.26,-252.03,5061.56,-38.09
242.35,-303.52,5066.16,-38.01
242.45,-291.26,5077.47,-37.78
242.55,-200.55,5055.98,-37.63
242.58,-200.55,5055.98,-37.63
242.65,-170.15,5067.28,-37.59
242.75,-270.17,5044.84,-37.66
242.85,-313.32,5054.73,-37.57
242.9,-313.32,5054.73,-37.57
242.95,-219.18,5069.37,-37.46
243.05,-141.71,5043.73,-37.41
243.15,-165.24,5047.07,-37.43
243.17,-165.24,5047.07,-37.43
243.17,-165.24,5047.07,-37.43
243.17,-165.24,5047.07,-37.43
243.17,-165.24,5047.07,-37.43
243.17,-165.24,5047.07,-37.43
243.22,-165.24,5047.07,-37.43
243.25,-287.33,5024.82,-37.53
243.35,-301.06,5035.66,-37.45
243.45,-231.44,5045.26,-37.3
243.54,-231.44,5045.26,-37.3
243.55,-173.09,5019.68,-37.3
243.65,-168.67,5019.96,-37.26
243.75,-273.12,5014.27,-37.37
243.85,-298.12,5021.21,-37.28
243.86,-298.12,5021.21,-37.28
243.95,-215.75,5027.59,-37.1
244.05,-136.31,4997.08,-37.08
244.15,-185.84,5005.95,-37.01
244.17,-185.84,5005.95,-37.01
244.17,-185.84,5005.95,-37.01
244.17,-185.84,5005.95,-37.01
244.17,-185.84,5005.95,-37.01
244.17,-185.84,5005.95,-37.01
244.18,-185.84,5005.95,-37.01
244.25,-277.04,4992.51,-37.13
244.35,-287.83,4997.77,-37.13
244.45,-203.98,5010.24,-36.98
244.5,-203.98,5010.24,-36.98
244.55,-142.2,4983.1,-37.01
244.65,-149.06,4982.41,-36.98
244.75,-288.81,4969.98,-37.11
244.82,-288.81,4969.98,-37.11
244.85,-299.1,4982.69,-37.14
244.95,-193.68,4987.94,-36.99
245.05,-142.69,4969.42,-37.09
245.14,-142.69,4969.42,-37.09
245.15,-166.71,4964.87,-37.13
245.18,-166.71,4964.87,-37.13
245.18,-166.71,4964.87,-37.13
245.18,-166.71,4964.87,-37.13
245.18,-166.71,4964.87,-37.13
245.18,-166.71,4964.87,-37.13
245.25,-290.28,4965.56,-37.36
245.35,-291.75,4964.18,-37.45
245.45,-214.28,4970.53,-37.34
245.46,-214.28,4970.53,-37.34
245.55,-137.78,4945.57,-37.54
245.65,-186.33,4947.5,-37.63
245.75,-217.71,4942.26,-37.82
245.78,-217.71,4942.26,-37.82
245.85,-291.26,4944.05,-37.88
245.95,-268.21,4948.05,-37.83
246.05,-137.78,4929.47,-38.01
246.1,-137.78,4929.47,-38.01
246.15,-186.82,4922.32,-38.03
246.17,-186.82,4922.32,-38.03
246.17,-186.82,4922.32,-38.03
246.17,-186.82,4922.32,-38.03
246.17,-186.82,4922.32,-38.03
246.17,-186.82,4922.32,-38.03
246.25,-280.96,4917.1,-38.23
246.35,-306.95,4923.83,-38.27
246.42,-306.95,4923.83,-38.27
246.45,-192.21,4931.67,-38.18
246.55,-127,4915.32,-38.32
246.65,-207.41,4908.05,-38.34
246.74,-207.41,4908.05,-38.34
246.75,-290.28,4902.43,-38.57
246.85,-300.08,4902.97,-38.53
246.95,-187.31,4916.56,-38.49
247.05,-140.73,4894.21,-38.46
247.06,-140.73,4894.21,-38.46
247.15,-171.62,4895.85,-38.48
247.17,-171.62,4895.85,-38.48
247.17,-171.62,4895.85,-38.48
247.17,-171.62,4895.85,-38.48
247.17,-171.62,4895.85,-38.48
247.17,-171.62,4895.85,-38.48
247.25,-283.41,4876.83,-38.52
247.35,-293.71,4882.85,-38.45
247.38,-293.71,4882.85,-38.45
247.45,-221.14,4898.86,-38.36
247.55,-133.86,4863.85,-38.24
247.65,-169.66,4874.23,-38.14
247.7,-169.66,4874.23,-38.14
247.75,-254.48,4856.35,-38
247.85,-294.2,4864.81,-37.92
247.95,-283.41,4872.59,-37.75
248.02,-283.41,4872.59,-37.75
248.05,-144.16,4854.85,-37.48
248.15,-162.79,4860.17,-37.33
248.17,-162.79,4860.17,-37.33
248.17,-162.79,4860.17,-37.33
248.17,-162.79,4860.17,-37.33
248.17,-162.79,4860.17,-37.33
248.17,-162.79,4860.17,-37.33
248.25,-246.15,4834.55,-37.13
248.34,-246.15,4834.55,-37.13
248.35,-304.01,4850.48,-37.07
248.45,-240.75,4851.98,-36.82
248.55,-154.45,4832.92,-36.73
248.65,-152.49,4841.76,-36.7
248.66,-152.49,4841.76,-36.7
248.75,-227.51,4808.73,-36.66
248.85,-294.69,4837,-36.76
248.95,-261.84,4826.39,-36.72
248.98,-261.84,4826.39,-36.72
249.05,-239.77,4830.88,-36.82
249.15,-134.84,4816.2,-36.92
249.18,-134.84,4816.2,-36.92
249.18,-134.84,4816.2,-36.92
249.18,-134.84,4816.2,-36.92
249.18,-134.84,4816.2,-36.92
249.18,-134.84,4816.2,-36.92
249.25,-210.84,4802.08,-37.11
249.3,-210.84,4802.08,-37.11
249.35,-287.83,4813.89,-37.36
249.45,-295.67,4805.2,-37.43
249.55,-199.07,4819.59,-37.68
249.62,-199.07,4819.59,-37.68
249.65,-139.74,4796.26,-37.8
249.75,-165.24,4795.44,-38
249.85,-277.04,4776.76,-38.18
249.94,-277.04,4776.76,-38.18
249.95,-300.57,4784.47,-38.24
250.05,-241.73,4807.24,-38.35
250.15,-190.74,4777.44,-38.3
250.17,-190.74,4777.44,-38.3
250.17,-190.74,4777.44,-38.3
250.17,-190.74,4777.44,-38.3
250.17,-190.74,4777.44,-38.3
250.17,-190.74,4777.44,-38.3
250.25,-157.4,4780.28,-38.44
250.26,-157.4,4780.28,-38.44
250.35,-264.78,4747.87,-38.44
250.45,-311.36,4775.14,-38.37
250.55,-260.86,4762.84,-38.34
250.58,-260.86,4762.84,-38.34
250.65,-153.47,4758.66,-38.11
250.75,-146.12,4763.11,-38.13
250.85,-222.12,4737.49,-37.9
250.9,-222.12,4737.49,-37.9
250.95,-309.4,4753.26,-37.81
251.05,-268.7,4750.43,-37.69
251.15,-183.38,4744.36,-37.5
251.17,-183.38,4744.36,-37.5
251.17,-183.38,4744.36,-37.5
251.17,-183.38,4744.36,-37.5
251.17,-183.38,4744.36,-37.5
251.17,-183.38,4744.36,-37.5
251.22,-183.38,4744.36,-37.5
251.25,-131.9,4741.13,-37.5
251.35,-209.37,4718.79,-37.32
251.45,-288.32,4732.78,-37.35
251.54,-288.32,4732.78,-37.35
251.55,-277.53,4730.49,-37.22
251.65,-188.78,4728.61,-37.15
251.75,-131.41,4719.2,-37.17
251.85,-201.53,4702.15,-37.2
251.86,-201.53,4702.15,-37.2
251.95,-289.3,4710.73,-37.29
252.05,-284.39,4710.47,-37.16
252.15,-194.17,4716.64,-37.16
252.17,-194.17,4716.64,-37.16
252.17,-194.17,4716.64,-37.16
252.17,-194.17,4716.64,-37.16
252.17,-194.17,4716.64,-37.16
252.17,-194.17,4716.64,-37.16
252.18,-194.17,4716.64,-37.16
252.25,-142.2,4693.56,-37.18
252.35,-148.08,4689.95,-37.28
252.45,-290.77,4691.82,-37.35
252.5,-290.77,4691.82,-37.35
252.55,-301.06,4693.16,-37.33
252.65,-198.58,4702.68,-37.23
252.75,-141.71,4675.76,-37.15
252.82,-141.71,4675.76,-37.15
252.85,-175.05,4678.03,-37.12
252.95,-280.47,4662.79,-37.11
253.05,-307.93,4662.52,-36.96
253.14,-307.93,4662.52,-36.96
253.15,-237.32,4682.58,-36.8
253.17,-237.32,4682.58,-36.8
253.17,-237.32,4682.58,-36.8
253.17,-237.32,4682.58,-36.8
253.17,-237.32,4682.58,-36.8
253.17,-237.32,4682.58,-36.8
253.25,-141.71,4654.51,-36.68
253.35,-158.87,4667.47,-36.59
253.45,-211.82,4638.24,-36.56
253.46,-211.82,4638.24,-36.56
253.55,-314.3,4654.24,-36.43
253.65,-254.48,4663.46,-36.24
253.75,-152,4638.51,-36.18
253.78,-152,4638.51,-36.18
253.85,-157.4,4647.44,-36.14
253.95,-244.68,4621.87,-36.16
254.05,-306.95,4638.37,-36.09
254.1,-306.95,4638.37,-36.09
254.15,-253.99,4639.31,-35.94
254.17,-253.99,4639.31,-35.94
254.17,-253.99,4639.31,-35.94
254.17,-253.99,4639.31,-35.94
254.17,-253.99,4639.31,-35.94
254.17,-253.99,4639.31,-35.94
254.25,-169.16,4623.86,-36.02
254.35,-156.42,4628.52,-36.07
254.42,-156.42,4628.52,-36.07
254.45,-239.77,4597.16,-36.22
254.55,-262.33,4623.07,-36.29
254.65,-254.97,4624.79,-36.18
254.74,-254.97,4624.79,-36.18
254.75,-159.36,4607.38,-36.33
254.85,-146.12,4613.09,-36.45
254.95,-257.42,4582.45,-36.64
255.05,-307.44,4605.39,-36.76
255.06,-307.44,4605.39,-36.76
255.15,-243.7,4603.67,-36.69
255.17,-243.7,4603.67,-36.69
255.17,-243.7,4603.67,-36.69
255.17,-243.7,4603.67,-36.69
255.17,-243.7,4603.67,-36.69
255.17,-243.7,4603.67,-36.69
255.25,-153.96,4589.34,-36.77
255.35,-144.16,4595.17,-36.83
255.38,-144.16,4595.17,-36.83
255.45,-257.91,4561.81,-36.94
255.55,-312.34,4581.39,-36.96
255.65,-305.97,4586.56,-36.82
255.7,-305.97,4586.56,-36.82
255.75,-137.29,4568.42,-36.82
255.85,-161.32,4574.24,-36.84
255.95,-243.2,4549.66,-36.9
256.02,-243.2,4549.66,-36.9
256.05,-306.46,4563.53,-36.81
256.15,-243.2,4569.61,-36.71
256.17,-243.2,4569.61,-36.71
256.17,-243.2,4569.61,-36.71
256.17,-243.2,4569.61,-36.71
256.17,-243.2,4569.61,-36.71
256.17,-243.2,4569.61,-36.71
256.25,-150.04,4548.34,-36.66
256.34,-150.04,4548.34,-36.66
256.35,-178.48,4550.32,-36.68
256.45,-268.21,4529.49,-36.75
256.55,-307.44,4544.12,-36.7
256.65,-214.28,4559.44,-36.6
256.66,-214.28,4559.44,-36.6
256.75,-180.93,4532.26,-36.68
256.85,-200.55,4528.31,-36.75
256.95,-284.39,4522.52,-36.9
256.98,-284.39,4522.52,-36.9
257.05,-303.03,4523.31,-36.9
257.15,-187.8,4528.84,-36.89
257.17,-187.8,4528.84,-36.89
257.17,-187.8,4528.84,-36.89
257.17,-187.8,4528.84,-36.89
257.17,-187.8,4528.84,-36.89
257.17,-187.8,4528.84,-36.89
257.25,-130.43,4520.15,-36.97
257.3,-130.43,4520.15,-36.97
257.35,-183.38,4502.67,-37.08
257.45,-307.44,4513.44,-37.25
257.55,-296.16,4501.62,-37.25
257.62,-296.16,4501.62,-37.25
257.65,-178.97,4512.13,-37.11
257.75,-143.18,4502.54,-37.06
257.85,-143.67,4482.2,-37.04
257.94,-143.67,4482.2,-37.04
257.95,-263.31,4492.96,-37.06
258.05,-280.47,4489.68,-36.94
258.15,-189.76,4486.4,-36.7
258.17,-189.76,4486.4,-36.7
258.17,-189.76,4486.4,-36.7
258.17,-189.76,4486.4,-36.7
258.17,-189.76,4486.4,-36.7
258.17,-189.76,4486.4,-36.7
258.25,-136.31,4484.96,-36.6
258.26,-136.31,4484.96,-36.6
258.35,-215.75,4463.36,-36.53
258.45,-299.1,4476.44,-36.45
258.55,-274.1,4464.66,-36.3
258.58,-274.1,4464.66,-36.3
258.65,-185.84,4469.63,-35.98
258.75,-140.24,4455.64,-35.91
258.85,-218.69,4448.98,-35.94
258.9,-218.69,4448.98,-35.94
258.95,-246.15,4459.83,-35.93
259.05,-267.23,4451.86,-35.88
259.15,-178.97,4451.73,-35.72
259.17,-178.97,4451.73,-35.72
259.17,-178.97,4451.73,-35.72
259.17,-178.97,4451.73,-35.72
259.17,-178.97,4451.73,-35.72
259.17,-178.97,4451.73,-35.72
259.22,-178.97,4451.73,-35.72
259.25,-135.82,4444.54,-35.73
259.35,-223.1,4427.46,-35.83
259.45,-296.16,4440.89,-35.92
259.54,-296.16,4440.89,-35.92
259.55,-290.28,4435.81,-36.04
259.65,-180.93,4443.63,-35.95
259.75,-137.78,4430.72,-36
259.85,-187.8,4409.9,-36.12
259.86,-187.8,4409.9,-36.12
259.95,-299.1,4418.22,-36.27
260.05,-305.48,4414.19,-36.36
260.15,-176.52,4419.39,-36.32
260.17,-176.52,4419.39,-36.32
260.17,-176.52,4419.39,-36.32
260.17,-176.52,4419.39,-36.32
260.17,-176.52,4419.39,-36.32
260.17,-176.52,4419.39,-36.32
260.18,-176.52,4419.39,-36.32
260.25,-130.43,4407.3,-36.4
260.35,-192.21,4392.75,-36.52
260.45,-302.04,4404.18,-36.61
260.5,-302.04,4404.18,-36.61
260.55,-286.84,4392.49,-36.71
260.65,-203.98,4404.83,-36.65
260.75,-134.84,4386.65,-36.75
260.82,-134.84,4386.65,-36.75
260.85,-189.27,4370.71,-36.78
260.95,-277.53,4381.46,-36.86
261.05,-284.88,4382.37,-36.85
261.14,-284.88,4382.37,-36.85
261.15,-266.74,4391.84,-36.79
261.18,-266.74,4391.84,-36.79
261.18,-266.74,4391.84,-36.79
261.18,-266.74,4391.84,-36.79
261.18,-266.74,4391.84,-36.79
261.18,-266.74,4391.84,-36.79
261.25,-137.78,4365.79,-36.84
261.35,-177.5,4365.02,-36.86
261.45,-270.17,4353.25,-36.92
261.46,-270.17,4353.25,-36.92
261.55,-290.77,4358.55,-36.85
261.65,-217.71,4375.63,-36.73
261.75,-137.78,4354.15,-36.66
261.78,-137.78,4354.15,-36.66
261.85,-170.64,4350.79,-36.65
261.95,-205.45,4327.82,-36.68
262.05,-306.95,4340.2,-36.61
262.1,-306.95,4340.2,-36.61
262.15,-216.73,4354.02,-36.49
262.17,-216.73,4354.02,-36.49
262.17,-216.73,4354.02,-36.49
262.17,-216.73,4354.02,-36.49
262.17,-216.73,4354.02,-36.49
262.17,-216.73,4354.02,-36.49
262.25,-199.57,4324.47,-36.37
262.35,-176.03,4331.69,-36.33
262.42,-176.03,4331.69,-36.33
262.45,-269.19,4315.59,-36.28
262.55,-301.55,4319.45,-36.25
262.65,-218.69,4333.5,-36.13
262.74,-218.69,4333.5,-36.13
262.75,-146.61,4310.57,-36.03
262.85,-148.08,4317.9,-36.1
262.95,-266.25,4293.09,-36.1
263.05,-305.48,4312.88,-36.08
263.06,-305.48,4312.88,-36.08
263.15,-228.49,4311.34,-36.02
263.17,-228.49,4311.34,-36.02
263.17,-228.49,4311.34,-36.02
263.17,-228.49,4311.34,-36.02
263.17,-228.49,4311.34,-36.02
263.17,-228.49,4311.34,-36.02
263.25,-146.12,4292.19,-36.05
263.35,-132.88,4304.4,-36.1
263.38,-132.88,4304.4,-36.1
263.45,-250.07,4273.85,-36.21
263.55,-301.06,4296.56,-36.32
263.65,-270.17,4289.36,-36.3
263.7,-270.17,4289.36,-36.3
263.75,-153.96,4283.98,-36.3
263.85,-138.27,4280.38,-36.38
263.95,-193.19,4256.31,-36.49
264.02,-193.19,4256.31,-36.49
264.05,-300.08,4270.13,-36.59
264.15,-280.96,4265.9,-36.5
264.17,-280.96,4265.9,-36.5
264.17,-280.96,4265.9,-36.5
264.17,-280.96,4265.9,-36.5
264.17,-280.96,4265.9,-36.5
264.17,-280.96,4265.9,-36.5
264.25,-168.67,4269.11,-36.51
264.34,-168.67,4269.11,-36.51
264.35,-141.22,4257.84,-36.48
264.45,-147.59,4243.14,-36.47
264.55,-294.69,4248.38,-36.54
264.65,-292.73,4248.12,-36.41
264.66,-292.73,4248.12,-36.41
264.75,-207.9,4258.22,-36.39
264.85,-131.41,4233.82,-36.33
264.95,-177.01,4230.89,-36.37
264.98,-177.01,4230.89,-36.37
265.05,-270.17,4231.91,-36.39
265.15,-293.22,4230.25,-36.29
265.17,-293.22,4230.25,-36.29
265.17,-293.22,4230.25,-36.29
265.17,-293.22,4230.25,-36.29
265.17,-293.22,4230.25,-36.29
265.17,-293.22,4230.25,-36.29
265.25,-212.31,4234.59,-36.29
265.3,-212.31,4234.59,-36.29
265.35,-127.98,4222.6,-36.19
265.45,-171.62,4215.33,-36.24
265.55,-205.45,4204.39,-36.19
265.62,-205.45,4204.39,-36.19
265.65,-294.2,4208.33,-36.09
265.75,-216.73,4220.69,-36.01
265.85,-137.78,4198.92,-35.84
265.94,-137.78,4198.92,-35.84
265.95,-161.81,4205.02,-35.82
266.05,-193.19,4182.28,-35.69
266.15,-295.18,4196.51,-35.62
266.17,-295.18,4196.51,-35.62
266.17,-295.18,4196.51,-35.62
266.17,-295.18,4196.51,-35.62
266.17,-295.18,4196.51,-35.62
266.17,-295.18,4196.51,-35.62
266.25,-235.85,4199.43,-35.47
266.26,-235.85,4199.43,-35.47
266.35,-147.1,4185.07,-35.26
266.45,-157.89,4185.2,-35.25
266.55,-244.19,4160.1,-35.1
266.58,-244.19,4160.1,-35.1
266.65,-262.82,4177.84,-35.16
266.75,-242.22,4176.95,-35.03
266.85,-162.79,4167.44,-35.08
266.9,-162.79,4167.44,-35.08
266.95,-127.98,4166.05,-35.09
267.05,-220.16,4144.41,-35.08
267.15,-293.71,4166.3,-35.25
267.17,-293.71,4166.3,-35.25
267.17,-293.71,4166.3,-35.25
267.17,-293.71,4166.3,-35.25
267.17,-293.71,4166.3,-35.25
267.17,-293.71,4166.3,-35.25
267.22,-293.71,4166.3,-35.25
267.25,-260.37,4158.96,-35.32
267.35,-175.05,4156.43,-35.47
267.45,-140.24,4148.46,-35.56
267.54,-140.24,4148.46,-35.56
267.55,-208.39,4133.92,-35.73
267.65,-283.9,4146.05,-35.85
267.75,-301.06,4137.59,-35.98
267.85,-191.72,4146.43,-36.17
267.86,-191.72,4146.43,-36.17
267.95,-132.88,4127.99,-36.2
268.05,-174.07,4121.68,-36.35
268.15,-271.15,4111.6,-36.31
268.17,-271.15,4111.6,-36.31
268.17,-271.15,4111.6,-36.31
268.17,-271.15,4111.6,-36.31
268.17,-271.15,4111.6,-36.31
268.17,-271.15,4111.6,-36.31
268.18,-271.15,4111.6,-36.31
268.25,-303.52,4117.9,-36.36
268.35,-209.37,4130.89,-36.36
268.45,-128.47,4101.78,-36.33
268.5,-128.47,4101.78,-36.33
268.55,-143.18,4112.74,-36.38
268.65,-250.56,4079.91,-36.23
268.75,-301.55,4104.8,-36.16
268.82,-301.55,4104.8,-36.16
268.85,-287.83,4099.64,-36.05
268.95,-156.42,4100.9,-35.96
269.05,-127.49,4095.62,-35.89
269.14,-127.49,4095.62,-35.89
269.15,-226.04,4068.49,-35.7
269.17,-226.04,4068.49,-35.7
269.17,-226.04,4068.49,-35.7
269.17,-226.04,4068.49,-35.7
269.17,-226.04,4068.49,-35.7
269.17,-226.04,4068.49,-35.7
269.25,-288.81,4081.8,-35.59
269.35,-285.86,4080.54,-35.56
269.45,-183.87,4087.45,-35.55
269.46,-183.87,4087.45,-35.55
269.55,-139.74,4073.26,-35.51
269.65,-179.46,4065.49,-35.48
269.75,-266.25,4051.58,-35.46
269.78,-266.25,4051.58,-35.46
269.85,-299.1,4057.47,-35.5
269.95,-271.64,4068.37,-35.6
270.05,-152,4054.59,-35.6
270.1,-152,4054.59,-35.6
270.15,-135.82,4056.59,-35.73
270.17,-135.82,4056.59,-35.73
270.17,-135.82,4056.59,-35.73
270.17,-135.82,4056.59,-35.73
270.17,-135.82,4056.59,-35.73
270.17,-135.82,4056.59,-35.73
270.25,-241.24,4031.95,-35.69
270.35,-291.75,4048.08,-35.77
270.42,-291.75,4048.08,-35.77
270.45,-274.59,4040.7,-35.88
270.55,-166.22,4036.07,-35.86
270.65,-131.9,4038.2,-36
270.74,-131.9,4038.2,-36
270.75,-210.84,4018.84,-35.91
270.85,-289.3,4028.7,-35.94
270.95,-285.37,4019.84,-35.86
271.05,-249.58,4026.46,-35.84
271.06,-249.58,4026.46,-35.84
271.15,-125.53,4014.85,-35.82
271.17,-125.53,4014.85,-35.82
271.17,-125.53,4014.85,-35.82
271.17,-125.53,4014.85,-35.82
271.17,-125.53,4014.85,-35.82
271.17,-125.53,4014.85,-35.82
271.25,-161.81,4007.75,-35.74
271.35,-266.25,3997.54,-35.61
271.38,-266.25,3997.54,-35.61
271.45,-287.83,4001.77,-35.53
271.55,-203.98,4011.99,-35.47
271.65,-132.39,3991.82,-35.34
271.7,-132.39,3991.82,-35.34
271.75,-149.55,3995.92,-35.32
271.85,-264.29,3977.4,-35.16
271.95,-277.04,3983.73,-35.15
272.02,-277.04,3983.73,-35.15
272.05,-252.03,3997.79,-35.07
272.15,-186.82,3972.43,-35
272.17,-186.82,3972.43,-35
272.17,-186.82,3972.43,-35
272.17,-186.82,3972.43,-35
272.17,-186.82,3972.43,-35
272.17,-186.82,3972.43,-35
272.25,-135.33,3986.34,-35.03
272.34,-135.33,3986.34,-35.03
272.35,-242.71,3949.13,-34.96
272.45,-291.75,3972.31,-35.04
272.55,-266.25,3970.07,-35.12
272.65,-159.36,3962.76,-35.16
272.66,-159.36,3962.76,-35.16
272.75,-127.98,3963.87,-35.16
272.85,-186.82,3942.56,-35.21
272.95,-283.41,3955.44,-35.24
272.98,-283.41,3955.44,-35.24
273.05,-283.9,3944.3,-35.33
273.15,-178.48,3957.67,-35.41
273.17,-178.48,3957.67,-35.41
273.17,-178.48,3957.67,-35.41
273.17,-178.48,3957.67,-35.41
273.17,-178.48,3957.67,-35.41
273.17,-178.48,3957.67,-35.41
273.25,-160.83,3938.61,-35.41
273.3,-160.83,3938.61,-35.41
273.35,-155.44,3939.72,-35.53
273.45,-258.41,3919.7,-35.49
273.55,-294.69,3930.2,-35.56
273.62,-294.69,3930.2,-35.56
273.65,-246.64,3937.49,-35.57
273.75,-128.96,3920.07,-35.55
273.85,-130.43,3926.49,-35.59
273.94,-130.43,3926.49,-35.59
273.95,-173.09,3890.86,-35.55
274.05,-289.79,3918.59,-35.5
274.15,-264.78,3908.84,-35.58
274.17,-264.78,3908.84,-35.58
274.17,-264.78,3908.84,-35.58
274.17,-264.78,3908.84,-35.58
274.17,-264.78,3908.84,-35.58
274.17,-264.78,3908.84,-35.58
274.25,-152.49,3910.45,-35.52
274.26,-152.49,3910.45,-35.52
274.35,-131.9,3903.05,-35.56
274.45,-175.05,3884.96,-35.49
274.55,-230.46,3890.12,-35.45
274.58,-230.46,3890.12,-35.45
274.65,-285.86,3891.23,-35.54
274.75,-177.99,3908.6,-35.54
274.85,-135.82,3878.93,-35.58
274.9,-135.82,3878.93,-35.58
274.95,-153.96,3883.73,-35.57
275.05,-260.37,3863.33,-35.57
275.15,-290.77,3874.02,-35.61
275.17,-290.77,3874.02,-35.61
275.17,-290.77,3874.02,-35.61
275.17,-290.77,3874.02,-35.61
275.17,-290.77,3874.02,-35.61
275.17,-290.77,3874.02,-35.61
275.22,-290.77,3874.02,-35.61
275.25,-243.7,3880.65,-35.63
275.35,-140.73,3859.04,-35.58
275.45,-129.94,3868.98,-35.6
